Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Age Group
814,2023-09-05,CUST814,Female,59,Clothing,1,500,500,58-62
815,2023-08-27,CUST815,Female,51,Clothing,3,25,75,48-52
816,2023-08-12,CUST816,Male,47,Beauty,2,500,1000,43-47
817,2023-10-31,CUST817,Male,30,Beauty,4,50,200,28-32
818,2023-05-18,CUST818,Male,30,Electronics,1,500,500,28-32
819,2023-06-15,CUST819,Female,35,Beauty,2,50,100,33-37
820,2023-05-06,CUST820,Male,49,Electronics,4,50,200,48-52
821,2023-02-14,CUST821,Male,49,Electronics,1,300,300,48-52
822,2023-05-23,CUST822,Female,52,Beauty,3,50,150,48-52
823,2023-08-19,CUST823,Female,56,Electronics,2,50,100,53-57
824,2023-05-05,CUST824,Male,63,Clothing,4,30,120,58-62
825,2023-08-26,CUST825,Female,46,Beauty,1,25,25,43-47
826,2023-10-19,CUST826,Female,46,Clothing,1,300,300,43-47
827,2023-11-09,CUST827,Male,61,Beauty,3,300,900,58-62
828,2023-12-09,CUST828,Female,33,Electronics,4,300,1200,28-32
829,2023-07-14,CUST829,Male,61,Beauty,3,30,90,58-62
830,2023-06-22,CUST830,Female,64,Clothing,3,50,150,63-64
831,2023-01-15,CUST831,Male,27,Electronics,4,25,100,23-27
832,2023-09-11,CUST832,Male,47,Beauty,4,500,2000,43-47
833,2023-06-16,CUST833,Male,42,Beauty,4,50,200,38-42
834,2023-04-04,CUST834,Female,56,Beauty,2,30,60,53-57
835,2023-09-07,CUST835,Male,37,Clothing,4,50,200,33-37
836,2023-04-19,CUST836,Female,22,Clothing,1,50,50,18-22
837,2023-07-01,CUST837,Male,18,Beauty,3,30,90,18-22
838,2023-05-13,CUST838,Male,47,Electronics,2,300,600,43-47
839,2023-06-24,CUST839,Female,20,Electronics,4,300,1200,18-22
840,2023-05-24,CUST840,Male,62,Clothing,2,25,50,58-62
841,2023-11-02,CUST841,Male,31,Electronics,4,25,100,28-32
842,2023-12-26,CUST842,Female,47,Clothing,2,300,600,43-47
843,2023-05-22,CUST843,Male,21,Beauty,3,500,1500,18-22
844,2023-10-12,CUST844,Male,35,Clothing,3,50,150,33-37
845,2023-01-06,CUST845,Male,54,Clothing,1,500,500,53-57
846,2023-09-22,CUST846,Male,42,Beauty,1,50,50,38-42
847,2023-04-08,CUST847,Female,18,Electronics,4,300,1200,18-22
848,2023-02-13,CUST848,Female,63,Clothing,3,25,75,58-62
849,2023-05-04,CUST849,Male,32,Clothing,2,25,50,28-32
850,2023-07-28,CUST850,Female,26,Beauty,2,500,1000,23-27
851,2023-09-08,CUST851,Male,32,Electronics,2,25,50,28-32
852,2023-10-12,CUST852,Female,41,Clothing,1,300,300,38-42
853,2023-05-04,CUST853,Male,21,Beauty,2,500,1000,18-22
854,2023-12-20,CUST854,Male,29,Clothing,1,50,50,28-32
855,2023-09-01,CUST855,Male,54,Beauty,1,25,25,53-57
856,2023-11-27,CUST856,Male,54,Electronics,4,30,120,53-57
857,2023-12-31,CUST857,Male,60,Electronics,2,25,50,58-62
858,2023-09-09,CUST858,Male,23,Electronics,2,50,100,18-22
859,2023-08-18,CUST859,Female,56,Electronics,3,500,1500,53-57
860,2023-01-09,CUST860,Male,63,Clothing,4,50,200,58-62
861,2023-02-17,CUST861,Female,41,Clothing,3,30,90,38-42
862,2023-05-31,CUST862,Male,28,Electronics,4,300,1200,23-27
863,2023-04-24,CUST863,Female,30,Electronics,2,25,50,28-32
864,2023-07-27,CUST864,Female,51,Electronics,1,500,500,48-52
865,2023-12-21,CUST865,Female,42,Clothing,1,300,300,38-42
866,2023-05-05,CUST866,Male,24,Electronics,1,50,50,23-27
867,2023-06-06,CUST867,Male,21,Electronics,1,500,500,18-22
868,2023-12-06,CUST868,Female,25,Electronics,1,300,300,23-27
869,2023-10-25,CUST869,Male,37,Beauty,3,500,1500,33-37
870,2023-07-08,CUST870,Female,46,Electronics,4,30,120,43-47
871,2023-08-31,CUST871,Male,62,Beauty,2,30,60,58-62
872,2023-10-11,CUST872,Female,63,Beauty,3,25,75,58-62
873,2023-09-29,CUST873,Female,27,Electronics,4,25,100,23-27
874,2023-06-26,CUST874,Male,60,Beauty,1,30,30,58-62
875,2023-08-06,CUST875,Female,51,Electronics,4,500,2000,48-52
876,2023-10-09,CUST876,Male,43,Clothing,4,30,120,38-42
877,2023-06-19,CUST877,Female,58,Clothing,1,25,25,53-57
878,2023-06-30,CUST878,Female,20,Clothing,1,30,30,18-22
879,2023-12-26,CUST879,Male,23,Clothing,1,30,30,18-22
880,2023-08-21,CUST880,Male,22,Beauty,2,500,1000,18-22
881,2023-05-19,CUST881,Male,22,Electronics,1,300,300,18-22
882,2023-06-06,CUST882,Female,64,Electronics,2,25,50,63-64
883,2023-05-09,CUST883,Male,40,Electronics,1,500,500,38-42
884,2023-04-29,CUST884,Female,26,Clothing,2,30,60,23-27
885,2023-03-03,CUST885,Female,52,Clothing,4,30,120,48-52
886,2023-04-09,CUST886,Male,37,Electronics,3,300,900,33-37
887,2023-06-11,CUST887,Male,59,Clothing,4,25,100,58-62
888,2023-03-03,CUST888,Female,52,Electronics,4,25,100,48-52
889,2023-10-02,CUST889,Female,35,Electronics,1,50,50,33-37
890,2023-12-20,CUST890,Male,34,Electronics,2,25,50,33-37
891,2023-04-05,CUST891,Male,41,Electronics,3,300,900,38-42
892,2023-04-09,CUST892,Male,20,Electronics,1,50,50,18-22
893,2023-04-21,CUST893,Male,49,Electronics,1,50,50,48-52
894,2023-09-05,CUST894,Male,52,Electronics,1,30,30,48-52
895,2023-05-22,CUST895,Female,55,Clothing,4,30,120,53-57
896,2023-10-29,CUST896,Female,30,Electronics,2,25,50,28-32
897,2023-09-26,CUST897,Female,64,Electronics,2,50,100,63-64
898,2023-11-02,CUST898,Female,42,Clothing,3,30,90,38-42
899,2023-05-25,CUST899,Male,26,Clothing,2,300,600,23-27
900,2023-02-21,CUST900,Male,21,Clothing,2,30,60,18-22
901,2023-04-10,CUST901,Male,31,Electronics,1,30,30,28-32
902,2023-06-01,CUST902,Female,54,Beauty,1,50,50,53-57
903,2023-04-27,CUST903,Female,51,Beauty,4,50,200,48-52
904,2023-07-04,CUST904,Male,28,Clothing,1,500,500,23-27
905,2023-04-02,CUST905,Male,58,Beauty,1,300,300,53-57
906,2023-06-04,CUST906,Female,20,Clothing,1,50,50,18-22
907,2023-01-08,CUST907,Female,45,Electronics,1,25,25,43-47
908,2023-12-29,CUST908,Male,46,Beauty,4,300,1200,43-47
909,2023-10-01,CUST909,Male,26,Electronics,1,300,300,23-27
910,2023-03-06,CUST910,Female,20,Beauty,3,50,150,18-22
911,2023-05-21,CUST911,Male,42,Electronics,3,300,900,38-42
912,2023-01-24,CUST912,Male,51,Beauty,3,50,150,48-52
913,2023-01-28,CUST913,Male,29,Electronics,3,30,90,28-32
914,2023-10-11,CUST914,Female,59,Electronics,1,500,500,58-62
915,2023-05-30,CUST915,Female,26,Beauty,3,30,90,23-27
916,2023-12-24,CUST916,Female,32,Electronics,1,50,50,28-32
917,2023-03-06,CUST917,Female,57,Electronics,4,50,200,53-57
918,2023-11-23,CUST918,Female,42,Electronics,3,30,90,38-42
919,2023-09-09,CUST919,Female,22,Beauty,2,25,50,18-22
920,2023-02-22,CUST920,Female,28,Beauty,3,25,75,23-27
921,2023-01-07,CUST921,Male,51,Electronics,3,25,75,48-52
922,2023-10-21,CUST922,Male,41,Electronics,1,50,50,38-42
923,2023-05-26,CUST923,Male,32,Beauty,3,300,900,28-32
924,2023-08-29,CUST924,Male,55,Beauty,2,50,100,53-57
925,2023-09-03,CUST925,Male,25,Electronics,1,300,300,23-27
926,2023-08-14,CUST926,Male,22,Electronics,1,30,30,18-22
927,2023-06-24,CUST927,Male,43,Electronics,4,500,2000,38-42
928,2023-04-05,CUST928,Female,35,Clothing,4,300,1200,33-37
929,2023-01-27,CUST929,Female,23,Beauty,3,25,75,18-22
930,2023-05-10,CUST930,Male,54,Clothing,4,50,200,53-57
931,2023-09-02,CUST931,Male,30,Beauty,4,30,120,28-32
932,2023-02-28,CUST932,Female,45,Beauty,4,25,100,43-47
933,2023-02-03,CUST933,Male,22,Beauty,1,30,30,18-22
934,2023-07-25,CUST934,Male,30,Beauty,1,500,500,28-32
935,2023-09-09,CUST935,Female,34,Beauty,1,50,50,33-37
936,2023-02-07,CUST936,Male,57,Beauty,4,50,200,53-57
937,2023-10-23,CUST937,Female,62,Beauty,1,500,500,58-62
938,2023-11-19,CUST938,Male,49,Clothing,4,50,200,48-52
939,2023-12-18,CUST939,Female,46,Electronics,1,300,300,43-47
940,2023-01-28,CUST940,Female,20,Electronics,1,30,30,18-22
941,2023-03-19,CUST941,Female,57,Clothing,2,25,50,53-57
942,2023-03-18,CUST942,Male,51,Clothing,3,500,1500,48-52
943,2023-10-16,CUST943,Female,57,Clothing,4,300,1200,53-57
944,2023-06-05,CUST944,Male,44,Clothing,2,25,50,43-47
945,2023-02-13,CUST945,Male,30,Beauty,1,25,25,28-32
946,2023-05-08,CUST946,Male,62,Electronics,4,500,2000,58-62
947,2023-03-02,CUST947,Male,50,Beauty,1,300,300,48-52
948,2023-10-13,CUST948,Female,23,Electronics,3,25,75,18-22
949,2023-08-02,CUST949,Female,41,Electronics,2,25,50,38-42
950,2023-11-07,CUST950,Male,36,Clothing,3,300,900,33-37
951,2023-11-02,CUST951,Male,33,Beauty,2,50,100,28-32
952,2023-11-13,CUST952,Female,57,Clothing,1,25,25,53-57
953,2023-04-26,CUST953,Male,45,Beauty,3,30,90,43-47
954,2023-09-25,CUST954,Female,50,Electronics,3,300,900,48-52
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25,53-57
956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500,28-32
957,2023-08-15,CUST957,Female,60,Electronics,4,30,120,58-62
958,2023-06-02,CUST958,Male,62,Electronics,2,25,50,58-62
959,2023-10-29,CUST959,Female,42,Electronics,2,30,60,38-42
960,2023-08-08,CUST960,Male,59,Clothing,2,30,60,58-62
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200,48-52
962,2023-10-19,CUST962,Male,44,Clothing,2,30,60,43-47
963,2023-11-14,CUST963,Female,55,Beauty,1,50,50,53-57
964,2023-01-31,CUST964,Male,24,Clothing,3,300,900,23-27
965,2023-11-09,CUST965,Male,22,Clothing,4,50,200,18-22
966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000,58-62
967,2023-04-17,CUST967,Male,62,Beauty,1,25,25,58-62
968,2023-11-17,CUST968,Female,48,Clothing,3,300,900,43-47
969,2023-04-19,CUST969,Female,40,Clothing,3,300,900,38-42
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000,58-62
971,2023-12-05,CUST971,Female,27,Electronics,4,50,200,23-27
972,2023-02-11,CUST972,Male,49,Beauty,4,25,100,48-52
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50,58-62
974,2023-05-03,CUST974,Male,47,Beauty,1,30,30,43-47
975,2023-03-30,CUST975,Female,56,Clothing,4,50,200,53-57
976,2023-10-10,CUST976,Female,48,Beauty,2,300,600,43-47
977,2023-02-08,CUST977,Female,35,Electronics,3,25,75,33-37
978,2023-03-22,CUST978,Female,53,Clothing,3,50,150,48-52
979,2023-01-02,CUST979,Female,19,Beauty,1,25,25,18-22
980,2023-07-29,CUST980,Female,31,Electronics,3,25,75,28-32
981,2023-08-19,CUST981,Female,30,Electronics,2,30,60,28-32
982,2023-12-19,CUST982,Female,46,Beauty,3,30,90,43-47
983,2023-11-01,CUST983,Female,29,Clothing,1,300,300,28-32
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500,53-57
985,2023-05-30,CUST985,Female,19,Electronics,2,25,50,18-22
986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000,48-52
987,2023-04-29,CUST987,Female,30,Clothing,3,300,900,28-32
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75,58-62
989,2023-12-28,CUST989,Female,44,Electronics,1,25,25,43-47
990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000,53-57
991,2023-12-26,CUST991,Female,34,Clothing,2,50,100,33-37
992,2023-08-21,CUST992,Female,57,Electronics,2,30,60,53-57
993,2023-02-06,CUST993,Female,48,Electronics,3,50,150,43-47
994,2023-12-18,CUST994,Female,51,Beauty,2,500,1000,48-52
995,2023-04-30,CUST995,Female,41,Clothing,1,30,30,38-42
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50,58-62
997,2023-11-17,CUST997,Male,52,Beauty,3,30,90,48-52
998,2023-10-29,CUST998,Female,23,Beauty,4,25,100,18-22
999,2023-12-05,CUST999,Female,36,Electronics,3,50,150,33-37
1000,2023-04-12,CUST1000,Male,47,Electronics,4,30,120,43-47
